title,doi,altmetric_jid,issns1,issns2,journal,cohorts.com,cohorts.pub,cohorts.sci,context.all.count,context.all.mean,context.all.rank,context.all.pct,context.all.higher_than,context.journal.count,context.journal.mean,context.journal.rank,context.journal.pct,context.journal.higher_than,context.similar_age_3m.count,context.similar_age_3m.mean,context.similar_age_3m.rank,context.similar_age_3m.pct,context.similar_age_3m.higher_than,context.similar_age_journal_3m.count,context.similar_age_journal_3m.mean,context.similar_age_journal_3m.rank,context.similar_age_journal_3m.pct,context.similar_age_journal_3m.higher_than,authors1,authors2,authors3,authors4,authors5,authors6,authors7,authors8,authors9,authors10,authors11,authors12,authors13,authors14,authors15,authors16,authors17,type,altmetric_id,schema,is_oa,publisher_subjects.name1,publisher_subjects.name2,publisher_subjects.name3,publisher_subjects.scheme1,publisher_subjects.scheme2,publisher_subjects.scheme3,cited_by_posts_count,cited_by_tweeters_count,cited_by_fbwalls_count,cited_by_accounts_count,last_updated,score,history.1y,history.6m,history.3m,history.1m,history.1w,history.6d,history.5d,history.4d,history.3d,history.2d,history.1d,history.at,url,added_on,published_on,scopus_subjects1,scopus_subjects2,readers.citeulike,readers.mendeley,readers.connotea,readers_count,images.small,images.medium,images.large,details_url,issns,publisher_subjects.name,publisher_subjects.scheme,cited_by_feeds_count,scopus_subjects3,scopus_subjects4,scopus_subjects5,cited_by_msm_count,cohorts.doc,publisher_subjects.name4,publisher_subjects.name5,publisher_subjects.name6,publisher_subjects.name7,publisher_subjects.scheme4,publisher_subjects.scheme5,publisher_subjects.scheme6,publisher_subjects.scheme7,handles,handle,pmid,cited_by_wikipedia_count,authors,scopus_subjects,abstract,cited_by_rdts_count,subjects,authors18,authors19,authors20,authors21,authors22,authors23,authors24,publisher_subjects.name8,publisher_subjects.scheme8,cited_by_policies_count,scopus_subjects6,scopus_subjects7,scopus_subjects8,authors25,authors26,authors27,authors28,authors29,authors30,authors31,authors32,authors33,authors34,authors35,authors36,authors37,authors38,authors39,authors40,authors41,authors42,authors43,authors44,authors45,authors46,authors47,authors48,authors49,authors50,authors51,publisher_subjects.name9,publisher_subjects.name10,publisher_subjects.scheme9,publisher_subjects.scheme10,cited_by_peer_review_sites_count,cited_by_videos_count,cited_by_rh_count,authors52,authors53,authors54,authors55,authors56,authors57,authors58
"A hairy situation: Plant species in warm, sunny places are more likely to have pubescent leaves",10.1111/jbi.13870,4f6fa4ef3cf058f610002cc5,0305-0270,1365-2699,Journal of Biogeography,3,28,32,19574987,9.6990557310767,730355,96,18844507,2764,9.7984015918958,111,95,2653,301136,20.421242481802,21959,92,279175,48,19.823708333333,6,89,43,Angela T. Moles,Shawn W. Laffan,Matthew Keighery,Rhiannon L. Dalrymple,Marianne L. Tindall,Si‐Chong Chen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,82900762,1.5.4,FALSE,Earth Sciences,Environmental Sciences,Biological Sciences,era,era,era,64,63,NA,63,1591025614,38.9,0,0,0,0,0,0,0,0,0,0,0,38.9,http://dx.doi.org/10.1111/jbi.13870,1590614623,1590451200,Physical Sciences,Environmental Science,0,19,0,19,https://badges.altmetric.com/?size=64&score=39&types=tttttttt,https://badges.altmetric.com/?size=100&score=39&types=tttttttt,https://badges.altmetric.com/?size=180&score=39&types=tttttttt,http://www.altmetric.com/details.php?citation_id=82900762,NA,NA,NA,NA,Life Sciences,Agricultural and Biological Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Climate change impacts on Australia's eucalypt and coral species: Comparing and sharing knowledge across disciplines,10.1002/wcc.657,4f6fa9063cf058f61000ca7f,1757-7780,1757-7799,Wiley Interdisciplinary Reviews: Climate Change,NA,1,NA,19695594,9.6883269056062,874383,95,18821703,658,28.093844984802,147,77,511,254887,20.033580951558,21986,91,232904,10,38.5472,3,80,8,Trevor H. Booth,Paul R. Muir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,84098421,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,6,1,NA,6,1636631940,31.708,5,5,5,0,0,0,0,0,0,0,0,31.708,http://dx.doi.org/10.1002/wcc.657,1592301923,1591660800,NA,NA,0,22,0,22,https://badges.altmetric.com/?size=64&score=32&types=bbbbbbbt,https://badges.altmetric.com/?size=100&score=32&types=bbbbbbbt,https://badges.altmetric.com/?size=180&score=32&types=bbbbbbbt,http://www.altmetric.com/details.php?citation_id=84098421,NA,Multidisciplinary,era,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phylogenomics of Monitor Lizards and the Role of Competition in Dictating Body Size Disparity,10.1093/sysbio/syaa046,4f6fa5153cf058f610003603,1063-5157,1076-836X,Systematic Biology,1,136,88,19785653,9.6903382094142,190316,99,19595721,1492,11.59168230563,6,99,1487,301935,19.996537883981,6825,97,295112,24,15.774833333333,1,99,24,Ian G Brennan,Alan R Lemmon,Emily Moriarty Lemmon,Daniel M Portik,Valter Weijola,Luke Welton,Stephen C Donnellan,J Scott Keogh,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,83832685,1.5.4,FALSE,Evolutionary Biology,Genetics,NA,era,era,NA,250,226,3,230,1636903324,142.864,3.6,1.75,1.75,0,0,0,0,0,0,0,0,142.864,http://dx.doi.org/10.1093/sysbio/syaa046,1591981306,1591747200,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0,44,0,44,https://badges.altmetric.com/?size=64&score=143&types=bttttttf,https://badges.altmetric.com/?size=100&score=143&types=bttttttf,https://badges.altmetric.com/?size=180&score=143&types=bttttttf,http://www.altmetric.com/details.php?citation_id=83832685,NA,NA,NA,1,Agricultural and Biological Sciences,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32521014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The heterobranch sea slugs of Lord Howe Island, NSW, Australia (Mollusca: Gastropoda)",10.1071/rs20002,60911d61a57766001177932e,NA,NA,Proceedings of the Royal Society of Victoria,NA,NA,1,18982937,9.6207894239963,14618909,19,3789295,32,12.699125,27,15,5,300732,19.660765851322,210189,25,77473,1,0,1,1,0,Matt J. Nimbs,Ian Hutton,Tom R. Davis,Meryl F. Larkin,Stephen D.A. Smith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,84322731,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,2,1,1,2,1601342073,0.75,0,0,0,0,0,0,0,0,0,0,0,0.75,http://dx.doi.org/10.1071/rs20002,1592571846,1577836800,NA,NA,0,13,0,13,https://badges.altmetric.com/?size=64&score=1&types=ttttffff,https://badges.altmetric.com/?size=100&score=1&types=ttttffff,https://badges.altmetric.com/?size=180&score=1&types=ttttffff,http://www.altmetric.com/details.php?citation_id=84322731,0035-9211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spatiophylogenetic modelling of extinction risk reveals evolutionary distinctiveness and brief flowering period as threats in a hotspot plant genus,10.1098/rspb.2019.2817,4f6fa5133cf058f6100033a3,0962-8452,1471-2954,Proceedings of the Royal Society B: Biological Sciences,NA,9,8,17719454,9.442761060697,1275394,92,16442671,8798,35.449537622187,3143,64,5652,285367,20.610330591834,35893,87,249402,152,62.483065789474,73,51,79,Russell Dinnage,Alexander Skeels,Marcel Cardillo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,81489300,1.5.4,FALSE,Biological Sciences,Medical And Health Sciences,Agricultural And Veterinary Sciences,era,era,era,21,17,1,19,1589376571,18.05,0,0,0,0,0,0,0,0,0,0,0,18.05,http://dx.doi.org/10.1098/rspb.2019.2817,1588756431,1588723200,Physical Sciences,Environmental Science,0,18,0,18,https://badges.altmetric.com/?size=64&score=19&types=mttttttf,https://badges.altmetric.com/?size=100&score=19&types=mttttttf,https://badges.altmetric.com/?size=180&score=19&types=mttttttf,http://www.altmetric.com/details.php?citation_id=81489300,NA,NA,NA,NA,Immunology and Microbiology,Agricultural and Biological Sciences,"Biochemistry, Genetics and Molecular Biology",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32370670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Life Sciences,Medicine,Health Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecological Drivers and Sex-Based Variation in Body Size and Shape in the Queensland Fruit Fly, Bactrocera tryoni (Diptera: Tephritidae)",10.3390/insects11060390,56c1ef652a83ee09648b4f0b,NA,NA,Insects,NA,NA,1,19762584,9.68488735006598,15872232,11,2253431,2142,4.24866666666666,1506,14,300,302777,19.7386575004034,225775,15,46569,34,14.6288235294118,34,1,0,Yufei Zhou,Juanita Rodriguez,Nicole Fisher,Renee A. Catullo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,84747827,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,1,1,NA,1,1608067399,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,http://dx.doi.org/10.3390/insects11060390,1593173157,1592870400,NA,NA,0,2,0,2,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=84747827,2075-4450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
High diversity of native plants and vegetation types in the Morialta Conservation Park and the threat of invasive species,10.1080/03721426.2020.1786779,554b86672a83ee864e8b4584,0372-1426,2204-0293,Transactions of the Royal Society of South Australia ,1,2,1,19368131,9.673565144621,2695992,86,16668350,70,5.3850285714286,10,85,60,299341,19.719163495812,66678,77,232658,6,6.0816666666667,3,50,3,J. Anderson,G. Keppel,S.-M. Thomson,J. Gibbs,G. Brunetti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,85393477,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,6,4,NA,5,1605175561,9.18,0,0,0,0,0,0,0,0,0,0,0,9.18,http://dx.doi.org/10.1080/03721426.2020.1786779,1594164561,1593648000,NA,NA,0,3,0,3,https://badges.altmetric.com/?size=64&score=10&types=bbtttttt,https://badges.altmetric.com/?size=100&score=10&types=bbtttttt,https://badges.altmetric.com/?size=180&score=10&types=bbtttttt,http://www.altmetric.com/details.php?citation_id=85393477,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Australian Roadkill Reporting Project—Applying Integrated Professional Research and Citizen Science to Monitor and Mitigate Roadkill in Australia,10.3390/ani10071112,60a6191a184e650013360fc6,NA,NA,Animals,NA,3,NA,18652463,9.5248576581022,10631819,42,7954716,3121,8.3949907081064,1227,59,1872,304318,18.855542688897,147935,50,154421,51,9.6397647058824,31,41,21,Bruce Englefield,Melissa Starling,Bethany Wilson,Caidyrn Roder,Paul McGreevy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,86289594,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,4,3,1,4,1597268763,2.1,0,0,0,0,0,0,0,0,0,0,0,2.1,http://dx.doi.org/10.3390/ani10071112,1595489582,1593388800,NA,NA,0,26,0,26,https://badges.altmetric.com/?size=64&score=3&types=ttttttff,https://badges.altmetric.com/?size=100&score=3&types=ttttttff,https://badges.altmetric.com/?size=180&score=3&types=ttttttff,http://www.altmetric.com/details.php?citation_id=86289594,2076-2615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32610525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Two new but threatened subspecies of Rufous Grasswren Amytornis whitei (Maluridae),10.25226/bboc.v140i2.2020.a6,59edf2067ac79eec1e000c44,NA,NA,Bulletin of the British Ornithologists' Club,1,13,1,18652463,9.5248576581022,2859936,84,15786349,143,8.7058321678322,37,74,106,298931,19.610407284624,68261,77,230466,11,21.481636363636,10,18,2,Andrew B. Black,Christopher A. Wilson,Lynn P. Pedler,Scott R. McGregor,Leo Joseph,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,84508546,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,21,15,NA,15,1597221525,8.8,0,0,0,0,0,0,0,0,0,0,0,8.8,http://dx.doi.org/10.25226/bboc.v140i2.2020.a6,1592861340,1592784000,NA,NA,0,3,0,3,https://badges.altmetric.com/?size=64&score=9&types=tttttttt,https://badges.altmetric.com/?size=100&score=9&types=tttttttt,https://badges.altmetric.com/?size=180&score=9&types=tttttttt,http://www.altmetric.com/details.php?citation_id=84508546,0007-1595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evolution of defense and herbivory in introduced plants—Testing enemy release using a known source population, herbivore trials, and time since introduction",10.1002/ece3.6288,53222dc82a83ee27268b4570,2045-7758,2045-7758,Ecology and Evolution,1,7,3,17726748,9.445381652743,4260517,75,13450058,5709,11.368600455421,2131,62,3557,285763,20.498417009899,85539,69,199705,207,11.710657004831,86,57,119,Claire R. Brandenburger,Martin Kim,Eve Slavich,Floret L. Meredith,Juha‐Pekka Salminen,William B. Sherwin,Angela T. Moles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,81637267,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,11,11,NA,11,1589443455,5.7,0,0,0,0,0,0,0,0,0,0,0,5.7,http://dx.doi.org/10.1002/ece3.6288,1588926980,1588636800,NA,NA,0,17,0,17,https://badges.altmetric.com/?size=64&score=6&types=tttttttt,https://badges.altmetric.com/?size=100&score=6&types=tttttttt,https://badges.altmetric.com/?size=180&score=6&types=tttttttt,http://www.altmetric.com/details.php?citation_id=81637267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Integrating Biodiversity Infrastructure into Pathogen Discovery and Mitigation of Emerging Infectious Diseases,10.1093/biosci/biaa064,4f6fa4c93cf058f6100000fa,0006-3568,1525-3244,BioScience,4,47,40,19622294,9.69438427597294,48144,99,19577816,2802,31.6302284082799,21,99,2781,303068,19.7401518801055,2093,99,300981,34,43.9941764705882,2,94,32,Joseph A Cook,Satoru Arai,Blas Armién,John Bates,Carlos A Carrion Bonilla,Maria Beatriz de Souza Cortez,Jonathan L Dunnum,Adam W Ferguson,Karl M Johnson,Faisal Ali Anwarali Khan,Deborah L Paul,DeeAnn M Reeder,Marcia A Revelez,Nancy B Simmons,Barbara M Thiers,Cody W Thompson,Nathan S Upham,article,84572618,1.5.4,FALSE,Environmental Sciences,Biological Sciences,NA,era,era,NA,172,91,1,135,1621611826,395.33,174.85,0,0,0,0,0,0,0,0,0,0,395.33,http://dx.doi.org/10.1093/biosci/biaa064,1592948704,1592956800,Life Sciences,Agricultural and Biological Sciences,0,57,0,57,https://badges.altmetric.com/?size=64&score=396&types=mmbttttf,https://badges.altmetric.com/?size=100&score=396&types=mmbttttf,https://badges.altmetric.com/?size=180&score=396&types=mmbttttf,http://www.altmetric.com/details.php?citation_id=84572618,NA,NA,NA,1,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32665736,NA,NA,NA,NA,NA,NA,Maarten P M Vanhove,Paul W Webala,Marcelo Weksler,Richard Yanagihara,Pamela S Soltis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Community research in a public place: Wangangarra 1 rockshelter, Mitchell River National Park, East Gippsland (Australia)",10.1080/03122417.2020.1769250,4f6fa60c3cf058f610006ba3,0312-2417,2470-0363,Australian Archaeology,1,6,4,18330451,9.536089116301,3235391,82,15086510,173,17.590566473988,40,76,133,299165,19.513005291394,78186,73,220724,1,0,1,1,0,Georgia L. Roberts,Russell Mullett,Bruno David,Joanna Fresløv,Jerome Mialanes,Fiona Petchey,Matthew McDowell,Vanessa N. L. Wong,Katherine Szabó,Daniel Stoessel,Kyne Krusic-Golub,Lynette Russell,NA,NA,NA,NA,NA,article,84526568,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,13,11,1,12,1593313706,7.3,0,0,0,0,0,0,0,0,0,0,0,7.3,http://dx.doi.org/10.1080/03122417.2020.1769250,1592884887,1592784000,Social Sciences,Arts and Humanities,0,5,0,5,https://badges.altmetric.com/?size=64&score=8&types=tttttttf,https://badges.altmetric.com/?size=100&score=8&types=tttttttf,https://badges.altmetric.com/?size=180&score=8&types=tttttttf,http://www.altmetric.com/details.php?citation_id=84526568,NA,Archaeology,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Global Museum: natural history collections and the future of evolutionary science and public education,10.7717/peerj.8225,521f51273cf0582f62000000,NA,NA,PeerJ,1,19,19,19764860,9.6857726874942,782863,96,18984868,11522,17.484284325638,906,92,10618,355635,13.435541153148,21148,94,334488,45,44.323466666667,8,84,38,Freek T. Bakker,Alexandre Antonelli,Julia A. Clarke,Joseph A. Cook,Scott V. Edwards,Per G.P. Ericson,Søren Faurby,Nuno Ferrand,Magnus Gelang,Rosemary G. Gillespie,Martin Irestedt,Kennet Lundin,Ellen Larsson,Pável Matos-Maraví,Johannes Müller,Ted von Proschwitz,George K. Roderick,article,74626399,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,46,39,4,44,1610011363,36.118,5.968,0,0,0,0,0,0,0,0,0,0,36.118,http://dx.doi.org/10.7717/peerj.8225,1580214733,1580169600,NA,NA,0,183,0,183,https://badges.altmetric.com/?size=64&score=37&types=bttttttf,https://badges.altmetric.com/?size=100&score=37&types=bttttttf,https://badges.altmetric.com/?size=180&score=37&types=bttttttf,http://www.altmetric.com/details.php?citation_id=74626399,2167-8359,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32025365,NA,NA,NA,NA,NA,NA,Alexander Schliep,Niklas Wahlberg,John Wiedenhoeft,Mari Källersjö,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Global distribution patterns and niche modelling of the invasive Kalanchoe × houghtonii (Crassulaceae),10.1038/s41598-020-60079-2,4f6fa8213cf058f61000bc80,NA,NA,Scientific Reports,1,26,2,18057469,9.5327485009116,874583,95,17182942,97847,16.761671568878,8924,90,88922,268375,17.075989343269,22407,91,245957,6,0.725,1,99,6,Sonia Herrando-Moraira,Daniel Vitales,Neus Nualart,Carlos Gómez-Bellver,Neus Ibáñez,Sergi Massó,Pilar Cachón-Ferrero,Pedro A. González-Gutiérrez,Daniel Guillot,Ileana Herrera,Daniel Shaw,Adriano Stinca,Zhiqiang Wang,Jordi López-Pujol,NA,NA,NA,article,76458230,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,33,29,NA,30,1609425662,28.68,10.65,0,0,0,0,0,0,0,0,0,0,28.68,http://dx.doi.org/10.1038/s41598-020-60079-2,1582298662,1582243200,NA,NA,0,28,0,28,https://badges.altmetric.com/?size=64&score=29&types=bttttttt,https://badges.altmetric.com/?size=100&score=29&types=bttttttt,https://badges.altmetric.com/?size=180&score=29&types=bttttttt,http://www.altmetric.com/details.php?citation_id=76458230,2045-2322,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32081991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<p><strong>Australian Melolonthini (Coleoptera: Scarabaeidae: Melolonthinae): a second species of <em>Hypolepida</em> Britton, 1978</strong></p>",10.11646/zootaxa.4742.3.13,4f6fa63b3cf058f610008daf,1175-5334,1175-5326,ZOOTAXA,NA,NA,NA,17145811,9.3156941546796,2100379,87,15041772,12813,6.3270689143838,2713,74,9514,266093,17.741271735821,50718,80,215214,22,67.945,5,81,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,77021188,1.5.4,FALSE,Zoology,Evolutionary Biology,NA,era,era,NA,2,NA,NA,2,1583333427,10.16,0,0,0,0,0,0,0,0,0,0,0,10.16,http://dx.doi.org/10.11646/zootaxa.4742.3.13,1583319982,1582243200,Agricultural and Biological Sciences,Life Sciences,0,0,0,0,https://badges.altmetric.com/?size=64&score=11&types=bbbbbbbb,https://badges.altmetric.com/?size=100&score=11&types=bbbbbbbb,https://badges.altmetric.com/?size=180&score=11&types=bbbbbbbb,http://www.altmetric.com/details.php?citation_id=77021188,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32230374,NA,PETER G. ALLSOPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virulence variability across the Alternaria spp. population determines incidence and severity of alternaria leaf spot on rapeseed,10.1111/ppa.13135,4f6fa5123cf058f61000333a,0032-0862,1365-3059,Plant Pathology,2,2,NA,18665750,9.5291395432811,10402072,44,8251961,1681,4.1044425936942,935,44,741,403186,13.077257732162,180625,55,222180,54,4.5342592592593,30,44,24,Hebba F. D. Al‐lami,Ming P. You,Akeel E. Mohammed,Martin J. Barbetti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,73548074,1.5.4,FALSE,Microbiology,Plant Biology,Crop And Pasture Production,era,era,era,4,4,NA,4,1578201928,2.45,0,0,0,0,0,0,0,0,0,0,0,2.45,http://dx.doi.org/10.1111/ppa.13135,1578040266,1577923200,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0,7,0,7,https://badges.altmetric.com/?size=64&score=3&types=tttttttt,https://badges.altmetric.com/?size=100&score=3&types=tttttttt,https://badges.altmetric.com/?size=180&score=3&types=tttttttt,http://www.altmetric.com/details.php?citation_id=73548074,NA,NA,NA,NA,Agricultural and Biological Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
