Key,Item.Type,Publication.Year,Author,Title,Publication.Title,ISBN,ISSN,DOI,Url,Abstract.Note,Date,Date.Added,Date.Modified,Access.Date,Pages,Num.Pages,Issue,Volume,Number.Of.Volumes,Journal.Abbreviation,Short.Title,Series,Series.Number,Series.Text,Series.Title,Publisher,Place,Language,Rights,Type,Archive,Archive.Location,Library.Catalog,Call.Number,Extra,Notes,File.Attachments,Link.Attachments,Manual.Tags
BTA6A68R,thesis,2015,"Kelly, L. J. M.","Patterns of Sea Spurge (Euphorbia Paralias) Invasion in New South Wales, Australia",,,,,http://ro.uow.edu.au/thsci/117/,"Environmental weeds pose an ongoing problem for biodiversity values around the world. To deal with widespread weed invasions in the face of limitations on resources, practical and achievable management strategies must be developed. Where prevention and total eradication is not feasible, many weed management strategies are based around establishing containment zones to arrest further spread. To be effective, containment zones must consider the dispersal distance of the invader, to ensure that an adequate proportion of the population's recruitment in new area is removed before becoming established. Optimisation of surveillance strategies is desirable to achieve this, and is typically done through modelling the distribution of the species or its pathways of dispersal to locate and target areas most at risk of invasion. For coastal dune weeds such as sea spurge (Euphorbia paralias) efforts to model dispersal distances and pathways can be complicated by long-distance marine dispersal of propagules. The aim of this study was to establish the distribution of sea spurge along the coast of New South Wales, Australia, where invasion has progressed from the south over the past few decades. Over the invasion front, an attempt was made to determine any factors making beaches more susceptible to invasion so that surveillance actions might be optimised. Considering the role of propagule pressure in driving invasion, beach attributes were selected pertaining to likelihood of propagule stranding at a beach, such as orientation and wave energy, as well as latitude and an index of anthropogenic disturbance. Additionally, sea spurge management actions undertaken by the Far South Coast National Parks and Wildlife Services at the bottom of coastal NSW were used as a case study to assess the effect of ongoing management of sea spurge populations on undisturbed NSW beaches. Presence/absence data for sea spurge was obtained for a total of 481 beaches on the NSW coast through information gathered from land managers, management documents and field surveys, with sea spurge having invaded 309 (64.2%). The likely northern extent of the invasion was determined. Latitude was found to have an influence on sea spurge invasion, with invasions becoming more infrequent moving north. This relationship can be used to prioritize surveillance for emergent populations which otherwise appeared uninfluenced by beach characteristics. The FSC NPWS management programme showed that with sustained effort, sea spurge populations can be reduced substantially to the effect of minimising propagule output, but total eradication was not possible. These findings can be used to inform a state-wide management strategy for responding to sea spurge invasion by helping establish containment zone parameters, and setting effective regional management goals with the outcome of stopping or slowing the invasion.",2015,28/2/2018 6:05,15/3/2023 0:11,,,,,,NA,,,,NA,NA,,University of Wollongong,,not specified,,,,,GS 2015,,-,NA,C:\Users\KEL329\Zotero\storage\4YRGAPUK\PATTERNS OF SEA SPURGE (EUPHORBIA PARALIAS) IN.pdf,,2 - ALA cited
8Y4GG9U4,thesis,2015,"Isdepsky, A.",Saline microalgae for biofuels: Outdoor culture from small-scale to pilot scale,,,,,http://researchrepository.murdoch.edu.au/id/eprint/26095,,2015,28/2/2018 6:04,8/1/2021 7:43,,,,,,NA,,,,NA,NA,,Murdoch University,,not specified,,,,,GS 2015,,-,NA,C:\Users\KEL329\Zotero\storage\KHN2GFUW\whole.pdf,,2 - ALA cited
ZVYLIMTT,thesis,2015,"Howard, K.","Educating cultural heritage information professionals for Australia's galleries, libraries, archives and museums: A grounded Delphi study",,,,,https://eprints.qut.edu.au/85088/,,2015,28/2/2018 6:04,8/1/2021 7:43,,,,,,NA,,,,NA,NA,,eprints.qut.edu.au,,not specified,,,,,GS 2015,,-,NA,C:\Users\KEL329\Zotero\storage\59KK2CI9\Katherine_Howard_Thesis.pdf,,5 - ALA mentioned
JC4N4GMX,thesis,2015,"Hamer, J. J.",Keeping up with climate change: assessing the vulnerability of Eucalyptus species to a changing climate in the south-west of Western Australia,,,,,http://research-repository.uwa.edu.au/en/publications/keeping-up-with-climate-change-assessing-the-vulnerability-of-eucalyptus-species-to-a-changing-climate-in-the-southwest-of-western-australia(c8aa4be6-4810-46b7-9a4a-b78a36ea8f70).html,,2015,28/2/2018 6:04,8/1/2021 7:42,,,,,,NA,,,,NA,NA,,UWA,,not specified,,,,,GS 2015,,-,NA,C:\Users\KEL329\Zotero\storage\83RETQIS\Harmer_Jason_2015.pdf,,2 - ALA cited
4Y6IVMLJ,thesis,2015,"Dunstan, Jack","Sites Contested, Ideas Connected: Networked Media in Exhibitions of Contemporary Significance",,,,,https://search.proquest.com/docview/2013312429?accountid=26957,"The purpose of this research is to examine the effectiveness of networked media strategies in museum exhibitions about important contemporary issues. An extensive 2006 research project found that museums have a responsibility to present contemporary issues, providing visitors are given a meaningful opportunity to contribute to that discussion. This thesis builds upon that finding to evaluate the effectiveness of networked media - digital communication technology - in fostering discussion between visitors about issues such as climate change, refugees and terrorism. To test the capability of this strategy, visitors to an exhibition about Australian immigration policies were asked to use an iPad application to provide their own views on the exhibition's content and interact with other visitor contributions. The results demonstrate widespread support from visitors for the use of this type of technology. Museum staff also reacted favourably to findings that show visitors using networked media engage more deeply with exhibition content.    However, the research also reveals a set of problems relating to the use of networked media in exhibitions about contemporary issues. These problems are categorised into two analytical chapters in this thesis. The first considers the extent to which museum staff must curate or moderate the contributions of the visiting public. The second considers the ethical and logistical issues relating to the digital dissemination of museum content. The conclusions stemming from this analysis show that networked media strategies can be highly valuable communicative tools in difficult exhibitions, provided that they are carefully designed and implemented by museum staff.    Strategies shown to be effective include the integration of physical and online museum spaces, through mobile devices and standalone applications. The opportunity for meaningful visitor contribution is afforded by facilitating continuing debate outside the museum, and the active involvement of museum staff and other experts in discussions. Museums also benefit from the creation of digital partnerships, with other museums, institutions and the interested public to meaningfully engage with the contemporary issues that are critically important to visitors.",2015,21/1/2020 3:22,14/3/2023 5:14,,,171,,,NA,,,,NA,NA,,The Australian National University (Australia),Ann Arbor,English,,M.Phil.,,2013312429,ProQuest,,DOI: 10.25911/5d6f9ef24408e,NA,"C:\Users\KEL329\Zotero\storage\UGS2CVFK\Dunstan - 2015 - Sites Contested, Ideas Connected Networked Media .pdf",,5 - ALA mentioned
QFJU7WKT,thesis,2015,"Fuentes-Cross, P.",New approaches to explore the past and present diversity of Australian sandalwood species: from palaeobotany to next generation sequencing,,,,,http://hdl.handle.net/2440/100778,"The effects of climate change on plant natural resources is becoming an urgent problem that requires effective action to preserve what is left of remnant native and wild species. Native plant species can hold important genetic information that can be applied to sustainable management efforts. The main theme of this thesis concerns the genomics of the genus Santalum, also known as the sandalwoods, a highly exploited genus of trees, extending from Australasia into the Pacific. The sandalwoods are much sought after for their fragrant timber and oil, and have been wild harvested for centuries; to such an extent that one of the species is now extinct. Using next generation sequencing techniques (NGS) with an Ion Torrent platform, this thesis involves an extensive genomic survey of the genus to realise several evolutionary questions. The central approach is to obtain genome-wide genetic markers using NGS, and then use these markers to first, infer the genetic diversity of populations of Santalum acuminatum, a sister species of Santalum spicatum or Australian sandalwood, across South Australia, Western Australia and New South Wales; second, to explore the feasibility of this approach in reconstructing phylogenetic relationships between species, some of which exhibit morphological phenotypes that make their identification difficult. Included in this work is an exploration of the utility of NGS platforms for 'deep' sequencing traditional markers (ccmp2, trnL, nrITS) and a consideration of their applications for various areas of research. To give a time perspective to the work, an isotope and macrofossil analysis of cave sediments, to infer past plant vegetation and climate scenarios, closes the data chapters. Among the results inferred from markers obtained from the Ion Torrent are that the genetic diversity of S. acuminatum appeared to be low and a population structure analysis reveals a mixing of genotypes across the geographic range of the populations assessed. The phylogenomics of Santalum using NGS markers revealed a similar path of dispersals out of Australia and into the Pacific as reported in previous studies, but with fewer events than previously thought. It was also found that there appear to have been hybridisation between species in some populations of Santalum in the dry lands of South Australia. As well, it was found to be quite feasible to deep sequence traditional markers, such as chloroplast locus ccmp2, proving that they can be applied in new ways for research in metabarcoding of bulk samples. This novel application of traditional markers can then be applied in studies of soil sediments, as another proxy to sedimentary studies alongside isotope and macrofossil analyses. Together, the set of studies presented in this thesis represent an interdisciplinary approach to a botanical study and begins to answer questions concerning the relationship between humans and plants. It is possible to integrate a battery of methods to study a highly exploited plant genus such as Santalum in its long historical trajectory with our species, and obtain results that can help in proposing potential solutions for its future sustainable management.",2015,28/2/2018 6:03,15/3/2023 0:13,,,,,,NA,,,,NA,NA,,University of Adelaide,,not specified,,,,,GS 2015,,-,NA,C:\Users\KEL329\Zotero\storage\TAGMDVJS\Fuentes-Cross - 2015 - New approaches to explore the past and present div.pdf,,2 - ALA cited
LBPK8JEA,thesis,2015,"Fabian, B. K.",Functional analysis of extrafloral nectaries and nectar of Australian native wild cottons,,,,,//hdl.handle.net/1959.14/1071521,,2015,28/2/2018 6:03,8/1/2021 7:38,,,,,,NA,,,,NA,NA,,Macquarie University,,not specified,,,,,GS 2015,,-,NA,C:\Users\KEL329\Zotero\storage\7MYBN7W9\01whole.pdf,,2 - ALA cited
TPJ59G9U,thesis,2015,"Chang, J. C.",Development and application of subfossil chironomid-based methods for late Quaternary climate reconstructions in eastern Australia,,,,,https://espace.library.uq.edu.au/view/UQ:372346,,2015,28/2/2018 6:02,8/1/2021 7:35,,,,,,NA,,,,NA,NA,,University of Queensland,,not specified,,,,,GS 2015,,-,NA,C:\Users\KEL329\Zotero\storage\LFPN5ZV7\Chang - 2015 - Development and application of subfossil chironomi.pdf,,2 - ALA cited
M7Q6RHCI,thesis,2015,"Burgess, J.","Genetic parameter estimates for growth traits of Eucalyptus bosistoana: assessment of two progeny trials in Marlborough, New Zealand",,,,,https://ir.canterbury.ac.nz/handle/10092/13304,,2015,28/2/2018 6:02,8/1/2021 7:35,,,,,,NA,,,,NA,NA,,Univeristy of Canterbury,,not specified,,Honours,,,GS 2015,,-,NA,C:\Users\KEL329\Zotero\storage\KEM8AUXA\Burgess_Jack_B.For.Sc._ Dissertation_2015.pdf,,2 - ALA cited
3WZJHQPE,report,2015,"Weiss, J.",Die grosse Bibliothek tropischer Pflanzen,,,,,https://www.agw.kit.edu/img/proj-img/forum_2015_2.pdf#page=26,,2015,28/2/2018 6:08,8/1/2021 7:32,,,,,,NA,,,,NA,NA,Forum der Geoökologie,Verband für Geoökologie in Deutschland e. V.,,not specified,,,,,GS 2015,,-,NA,C:\Users\KEL329\Zotero\storage\QS3QYHPP\Weiss - 2015 - Die große Bibliothek tropischer Pflanzen.pdf,,5 - ALA mentioned
CQ5VEWEI,report,2019,"Cassis, G.; Shofner, R.; Tatarnic, N.",Australian Capital Territory Bush Blitz - Heteroptera (True Bugs),,,,,https://bushblitz.org.au/wp-content/uploads/2020/10/Heteroptera.pdf,"Over the course of this survey 93 species representing 23 families of Heteroptera were collected from 29 different host plant species. No new species were found in the survey. Collecting was generally poor, mainly due to the prevailing dry conditions and early timing of the survey. We anticipate both greater abundance and higher species diversity would be collected under optimal conditions.",2019,19/11/2020 5:15,23/3/2023 22:30,,13,,,,NA,,,,NA,NA,,,"Canberra, Australia",English,,,,,GS 2020,,-,NA,C:\Users\KEL329\Zotero\storage\P8UANCPV\Cassis et al. - 2019 - Australian Capital Territory Bush Blitz - Heteropt.pdf,,5 - ALA mentioned
